order_id,customer_id,order_date,product_id,product_name,category,order_value,discount_pct,is_returned,ab_group,converted,retained_30d
O000510,C_8064897,2015-10-11,B00756SMTS,Relentless Improvement Lubricating Carnosine Drops,All Beauty,17.5,0.1,0,control,1,0
O000511,C_0408267,2022-03-12,B072N95X6P,"Vanilla by Body Fantasies, 3 Pack 8 oz Fragrance Body Spray for Women",All Beauty,23.23,0.14,0,treatment,1,1
O000512,C_6550100,2021-02-22,B07731H8YF,"Cake Beauty The Hair Raiser Mighty Volumizing Powder, 0.60 Ounces",All Beauty,8.69,0.07,0,treatment,1,1
O000513,C_9731672,2021-08-15,B08TTP42Q1,"xinlutong 2 in 1 Waterproof Eyebrow Stamp Powder,Lazy Two-color Eyebrow with Brush,Adjustable Eyebrow Stamp,Make-up Cover Waterproof Hypoallergenic Foundation Natural (2# Brownish+Gray Combination)",All Beauty,15.74,0.19,0,control,0,0
O000514,C_6453924,2021-04-27,B08VMRRCP5,PatiencET Self Cleaning Slicker Brush Dog Brush With Massage Particles For Removes Loose Hair And Tangles Cat Brush For Shedding Long Or Short Hair Pet Brush For Grooming Large Dogs,All Beauty,33.33,0.13,0,control,1,0
O000515,C_3013648,2015-02-01,B00HLJ1DRW,Hanae Mori MAGICAL MOON Eau de Toilette EDT Perfume for Women ~ .04 fl. oz. / 1.2 ml Sample Spray Vial x 2,All Beauty,20.14,0.09,0,control,1,0
O000516,C_4030867,2021-12-09,B07ZHN3QTG,Unwined By HASK Beauty GLOSS BOSS WHITE WINE Shampoo and Conditioner To Smooth And Shine All Hair Types To Protect And Restore Hair Strands And Tame Frizz - White Wine Shampoo + Conditioner,All Beauty,27.03,0.03,0,treatment,1,1
O000517,C_5302721,2021-04-01,B07HDZ6Z6V,"Carede Elastic Sports Yoga Sweat Band Headband,Non Slip Super Soft Stretchy Bandana Headband, Sweat Wicking Head Wrap for Sports Fitness Running Yoga Exercise Tennis,Pack of 6",All Beauty,27.01,0.17,0,control,0,1
O000518,C_4079256,2020-06-07,B0767M54JB,200 PCS small Cotton Hair Ties Rope for Baby Girls Kids No Damage Hairbands Multicolor,All Beauty,22.02,0.2,0,control,1,0
O000519,C_3539852,2020-06-23,B088D2ZCD5,"False Eyelashes with Eyeliner, Lash Glue Liner with Demi Wispy Lashes Pack Magic Eyeliner Pen Self-adhesive -No Glue No Magnet Needed-Strong Hold for Natural False Lashes",All Beauty,94.78,0.12,0,treatment,0,0
O000520,C_0243923,2016-05-06,B00XG58VDY,Clearbridal Fashion Women's Crystal Rhinestone Beads Headband Hair Band,All Beauty,34.73,0.11,0,control,1,0
O000521,C_6290832,2018-09-12,B07CQB9H3D,"Cuticle Trimmer, IVON Professional Stainless Steel Cuticle Nipper Cutter with Non-Slip Handle",All Beauty,29.62,0.07,0,treatment,1,0
O000522,C_1283208,2020-02-28,B00OTJ2W18,"Annie 04620 Premium Deluxe, Sleeping Cap/Silver and Black, X-Large",All Beauty,5.29,0.07,0,treatment,1,0
O000523,C_1283208,2020-02-28,B008C2QYPI,Beauty Town Luxury Wide Band Satin Bonnet Cap (Pink),All Beauty,4.96,0.04,0,treatment,0,1
O000524,C_0371787,2016-03-25,B00ALUWUBQ,"Fat Hair Samy Fat Hair 0 Calories Amplifying Mousse, 7 Ounce",All Beauty,54.29,0.11,0,treatment,1,0
O000525,C_0077406,2021-12-17,B01M1OFZOG,"Bed Head Curve Check Curling Wand for Tousled Waves and Texture, Jumbo Barrel",All Beauty,26.7,0.11,0,treatment,0,0
O000526,C_6876199,2020-03-05,B08393CSHT,"10pack Makeup Sponge - Beauty Foundation Blending Sponge, You Can Use Damp or Dry for a Smooth Finished Look, Multi-colored Makeup Sponges",All Beauty,13.9,0.07,0,control,1,1
O000527,C_5658525,2018-10-18,B000NHZSKC,Tea Tree Lemon Sage Thickening Liter Duo Set,Premium Beauty,93.72,0.03,0,control,1,0
O000528,C_0788672,2021-08-21,B004FK48DG,GVP Extra Volume Sculpting Gel Compare to Extra-Body Sculpting Gel,All Beauty,17.29,0.11,0,control,1,0
O000529,C_0341578,2020-11-15,B07V9QBQTG,"25 Pieces Hair Dye Coloring Kit 3 Sets Hair Dye Color Brush Hair Dye Comb and Mixing Bowl and Ear Cover,Gloves for Hair Tint Dying Coloring Tool",All Beauty,14.2,0.13,0,treatment,1,0
O000530,C_0341578,2020-11-15,B082Z726F2,"Tong Yong 15 Pack Hair Scrunchies Premium Velvet Scrunchy Elastic Hair Bands for Girls, Women Hair Accessories with Gift Bag (15 Colors)",All Beauty,65.67,0.05,0,treatment,0,0
O000531,C_4991375,2015-11-12,B07Y6WBGQQ,Diane Practice Hand,All Beauty,6.52,0.15,0,control,1,0
O000532,C_3158217,2017-11-27,B01MDLG6II,eBoot 20 Pieces Nail Soak off Cap Clip Nail UV Gel Polish Remover Clips with 420 Pack Nail Polish Remover Pads Nail Wipes Cotton Pads,All Beauty,7.61,0.0,0,control,0,1
O000533,C_3895459,2022-06-03,B01M6Y49AD,Milani Make It Last 3-in-1 Setting Spray and Primer- Prime + Correct + Set (2.03 Fl. Oz.) Makeup Finishing Spray and Primer - Long Lasting Makeup Primer and Spray (3 Pack),All Beauty,11.09,0.26,0,control,1,0
O000534,C_3895459,2019-07-27,B07Q69KHDK,2019 Original 4D Brush Eyelash Mascara Special Edition Secret Xpress Control Costmetics Fresh Stock,All Beauty,22.71,0.19,0,control,1,0
O000535,C_3895459,2016-01-06,B013VZRLB6,Contour Kit - Premium Bronzer and Contour Palette for Highlighting and Contouring All Skin Tones,All Beauty,75.58,0.16,1,treatment,0,0
O000536,C_2907499,2015-02-10,B008CPAQUE,COZY FLEECE PONYTAIL HAT,All Beauty,6.21,0.12,1,treatment,1,0
O000537,C_3124142,2020-01-01,B071P6V9JQ,Beard Grooming Kit for Men - Beard Care Gift Sets Best Mustache and Beard Growth Natural Beard Oil Beard Softener Conditioner Balm Butter And Wooden Comb Best Gift Idea for Men Premium Nature,All Beauty,15.2,0.02,0,treatment,0,0
O000538,C_3124142,2018-06-26,B0784SJFC1,"Miracu 2 Pack Hair Drying Towels, Quick Dry Ultra Absorbent Microfiber Hair Towel Turban Wrap Shower Head Towel for Women, Girls and Children",All Beauty,19.67,0.05,0,treatment,1,1
O000539,C_3124142,2018-06-26,B086H4C8QB,Hydrating Therapy Conditioner by Biosilk for Unisex - 12 oz Conditioner - (Pack of 2),All Beauty,22.99,0.15,0,control,0,0
O000540,C_8435913,2021-06-30,B08MRRNL18,"Lenghthening Mascara by Almay,Volume & Lift, Eye Makeup, Hypoallergenic and Fragrance Free, 010 Blackest Black, 0.24 Fl Oz",All Beauty,5.45,0.18,0,treatment,0,0
O000541,C_8435913,2020-09-20,B082DK8F2L,Most Wanted Eyeshadow Palette 110 Partner In Crime,All Beauty,16.86,0.03,0,control,1,0
O000542,C_8435913,2019-04-02,B07JHW6VWB,(Pack 2) Almay Intense i-Color Party Brights - Greens (140) - 0.2 oz,All Beauty,9.22,0.07,0,treatment,1,0
O000543,C_4427652,2021-07-26,B08PD5FNFC,"Disposable Pedicure Scrubber Callus Remover Pumice Stone for Foot Care White Coarse, 40 PCS",All Beauty,49.04,0.12,0,control,1,0
O000544,C_4427652,2020-03-09,B0002SGSNI,China Glaze Strong Adhesion Base Coat .50 oz.,All Beauty,63.63,0.17,0,control,0,0
O000545,C_4427652,2020-03-09,B0BMWQQR9W,"Nail-Aid Ceramide Extreme Thickener - Nail Strengthener - Ridge-Free, Long-Wear Shine Finish - Clear, 0.55 Fluid Ounce",All Beauty,6.17,0.06,0,treatment,1,0
O000546,C_4314047,2020-02-23,B01IMEH6GG,Sally Hansen Miracle Gel Set 6-Piece Random Collection,All Beauty,12.13,0.05,0,treatment,0,1
O000547,C_8327734,2021-12-27,B099FH9Z3D,Felendy Wire Hair Extensions Thick Curly Wavy Invisible Secret Extension Fish Line Clip in Hairpiece Synthetic for Women Bleach Blonde Mix Light Ash Blonde,All Beauty,59.41,0.19,1,treatment,0,1
O000548,C_1164579,2021-08-06,B089LN7X8Y,"Cuticle Trimmer with Cuticle Pusher, Easkep Cuticle Remover Cuticle Nipper Professional Stainless Steel Cuticle Cutter Clipper Durable Pedicure Manicure Tools for Fingernails and Toenails Black",All Beauty,8.72,0.09,0,treatment,1,0
O000549,C_7166659,2017-04-30,B06WVGCK8V,Jafra Long Wear Makeup SPF 20 (Tawny M4) 1oz,All Beauty,24.76,0.07,0,treatment,1,1
O000550,C_4100374,2023-02-12,B09XBSDCXP,"Lume Solid Deodorant Stick - Whole Body Deodorant - Aluminum-Free, Baking Soda-Free, Hypoallergenic, Safe For Sensitive Skin - 2.6 Ounce Solid Stick (Warm Vanilla)",All Beauty,6.7,0.12,0,control,1,0
O000551,C_8111804,2023-02-15,B08RRSPNWV,"BeautyStat Cosmetics Universal Moisture Essence, 100% Pure Squalane, Face Oil, Moisturizer, 30ml, 1oz",All Beauty,33.11,0.0,0,control,0,0
O000552,C_8111804,2022-05-22,B0897SY3H2,"Sea Magik Pink Salt Conditioniser - 2 in 1 Hair Conditioner & Moisturiser with Himalayan Salt, Bladderwrack Seaweed, 10.14 oz",All Beauty,20.31,0.08,0,treatment,0,1
O000553,C_8111804,2022-05-14,B07TJY9TRN,Intraceuticals REJUVENATE EYE MASKS,All Beauty,59.84,0.05,0,treatment,1,0
O000554,C_8111804,2022-03-20,B087BQ7MS8,"Essano Vitamin C Brightening Eye Gel - Energize and Illuminate, 10g",All Beauty,10.03,0.11,0,treatment,0,1
O000555,C_8111804,2022-01-26,B01I2MU2JQ,"Sky Organics Fractionated Coconut Oil for Body & Face, 100% Pure to Condition, Soften & Smooth, 16 fl. Oz",All Beauty,25.23,0.13,0,control,0,0
O000556,C_8111804,2021-10-27,B09GVHT2D3,"Birthday Gift, Yachyee hair removal device",All Beauty,18.32,0.07,0,control,1,1
O000557,C_8111804,2021-06-21,B07K7SS8CC,"Foamie Shampoo Bar Hibiskiss, Shampoo Bar for Damaged Hair, Plastic Free, Cruelty Free, Vegan Shampoo Bar for Men, Women, and Kids",All Beauty,12.46,0.06,0,control,0,1
O000558,C_8111804,2021-02-16,B07ZYBR6YC,BIOSSANCE Marine Algae Eye Cream Mini 0.1oz/3mL,All Beauty,42.92,0.02,0,treatment,0,1
O000559,C_9939236,2021-12-05,B07P83R5GT,"DESIGNLINE Texture Tousle Flexible Finisher - Regis Heat Styling Protectant, Hair Spray that Helps Hold Hair in Place and Create a Full and Tousled Look (2 Pack)",All Beauty,28.15,0.06,0,treatment,1,1
O000560,C_2084628,2017-11-20,B00Z8C3ZNO,6 Pcs: Solid Color Sparkling Cotton Multi-Style Headbands for Women Sports or Fashion,All Beauty,14.38,0.0,0,control,1,0
O000561,C_5967860,2021-10-17,B08NJ5T4VY,"Amareisbe Self Cleaning Slicker Brush, Dog & Cat Brush with Massage Particles, Grooming Shedding Tool for Short and Long Hair - Gently Removes Loose Undercoat, Mats and Tangled Hair",All Beauty,33.83,0.06,0,treatment,1,0
O000562,C_2930797,2019-11-28,B07PFJNVSY,Blulu 4 Pieces Waterproof Shower Cap Bathing Cap Double Layered Shower Hat for Women Favors (Color Set 1),All Beauty,30.05,0.0,0,control,1,0
O000563,C_3141508,2018-07-29,B0BM4GX6TT,"Godefroy Tint Kit for Spot Coloring, Dark Brown",All Beauty,19.84,0.14,0,control,0,0
O000564,C_0122921,2022-06-16,B08P1YLBVH,"7 Pieces Nail Art Tools Set, False Acrylic Nail Cutter Fake Nail Clippers with Pointed Blade U-Shape Trimmer, Cuticle Pusher, Cuticle Remover and Double-Sided Nail Files for Nail Art Manicure",All Beauty,27.61,0.0,0,treatment,0,1
O000565,C_4649248,2018-09-22,B01N5CJPSX,Sol de Janeiro Brazilian Kiss Cupuaçu Lip Butter,Premium Beauty,23.21,0.0,0,control,1,0
O000566,C_2712535,2019-06-12,B077N1W77M,"Hapdoo Minimalist Dainty Hairpin 15pcs Geometric Hair Clip Clamps for Women Girls, Starfish, Circle, Triangle, Moon, Leaf hair barrettes",All Beauty,13.66,0.02,0,control,1,0
O000567,C_9248463,2017-10-27,B00WUD102M,"Perfect Summer UV LED Soak Off Gel Nail Polish 10ml Nail Lacquer, Shiny Snowflake Color #293 Glitter Ruby Red",All Beauty,46.53,0.01,0,treatment,0,0
O000568,C_4090171,2023-01-21,B0BNV4WRF3,luckkimode Human Hair Toppers for Women Real Human Hair 10 Inch 120% Density Swiss Base Clip In Hair Pieces Straight Hairpiece for Women with Thinning Hair（25g Honey Blonde and Blonde Mix #P27/613）,All Beauty,25.79,0.13,0,control,0,1
O000569,C_1097276,2019-04-17,B07CPM2897,e.l.f. Makeup Assorted 10 Piece Lot Choose Your SKIN TONE Mixed ELF Cosmetics Kit with No Duplicates (Fair/Light),All Beauty,27.08,0.05,0,treatment,1,0
O000570,C_5222698,2020-02-14,B01MSMPDNH,co2crea Hard Travel Case for Philips Norelco Men Shaver Razor 3100 4100 2300 3500 2500,All Beauty,19.36,0.0,0,control,0,0
O000571,C_1740814,2022-10-19,B075KTSQYS,"NutriBiotic – Body & Foot Powder, Citrus Mint Scent From Essential Oils, 4 Oz | with Grapefruit Seed Extract | Vegan & Non-GMO | Talc, Paraben & Gluten Free | Gentle & Absorbent",All Beauty,7.97,0.11,0,treatment,0,0
O000572,C_1740814,2019-09-26,B017FYTGHQ,"Eslite Waterproof Double Layers Shower Caps for Women,Pack of 4 (Dark Blue)",All Beauty,4.91,0.01,0,treatment,0,0
O000573,C_7128764,2020-07-30,B0149YNDP6,Hibiclens Antiseptic & Antimicrobial Skin Cleanser 32 Fl Oz (Pack of 2),All Beauty,20.61,0.22,0,control,1,0
O000574,C_6250949,2022-06-30,B09FK486YF,80W Pink Nail Dust Collector for Acrylic Nails Vcedas Nail Art Salon Suction Dust Collector Machine Vacuum Cleaner for Nail Salon Use,All Beauty,13.92,0.07,0,control,1,0
O000575,C_4224017,2006-04-29,B000067E30,"Crest Whitestrips Dental Whitening System, 56 Strips",All Beauty,13.88,0.02,0,treatment,1,0
O000576,C_4086070,2013-02-02,B005FLNLM8,"Origins High Potency Night-A-Mins Mineral-Enriched Moisture Cream 1.7oz, 50ml by Origins",All Beauty,11.93,0.09,0,control,1,0
O000577,C_6475188,2018-06-05,B09W66MSPX,Mehron Makeup Skin Prep Pro Mattifying Skin Toner | Long Lasting Pre-Makeup Skin Primer 4 fl oz (120 ml),All Beauty,14.14,0.1,0,treatment,1,1
O000578,C_6475188,2018-01-12,B01H66JESE,"Tattify Bindi Tribal Colorful Temporary Face Rocks - Metal - Other Styles Available, Fashionable Temporary Rhinestone Gem Face Jewel Stickers - Long Lasting and Waterproof",All Beauty,19.33,0.0,0,control,0,0
O000579,C_9029354,2017-10-31,B0168LM53E,"Belle Azul +Lashes Growth Serum - Longer, Thicker, Fuller Lashes & Enhanced Brows with CASTOR OIL - Conditioning Hair Growth Treatment. 0.24 fl.oz.",All Beauty,23.38,0.07,0,treatment,1,0
O000580,C_7760848,2017-07-28,B00U21XOPK,"Women's Mens Letter""G"" Blue Stainless Steel Huggie Hoop Piercing Earrings",All Beauty,25.48,0.03,0,treatment,1,0
O000581,C_8607636,2016-07-18,B01GU38PAC,Verb Sea Spray Essentials kit,All Beauty,38.94,0.09,0,treatment,1,0
O000582,C_5704070,2018-02-02,B01JOKTHE6,"Nakeup Face 8 Days Tattoo EyeBrow No.01 Light Brown, Long Lasting, Nutrition Care",All Beauty,43.54,0.03,0,control,1,0
O000583,C_0555838,2015-12-23,B01495J3MM,Professional Makeup Brush Set - Premium Quality - 12 Vegan Synthetic Brushes with Wooden Handle - Best Kabuki Cosmetic Kit in Organizer Holder Case,All Beauty,45.82,0.05,0,control,1,1
O000584,C_3880900,2019-09-08,B07G5P1W9K,Hair RePear Wide Tooth Detangling Comb - Made in USA (Pink),All Beauty,20.53,0.14,0,control,1,0
O000585,C_6164941,2022-04-23,B083TRYQFY,"Waterproof Eyebrow Gel, 24Hours Long Lasting Brow Color Gel Mascara for Eyebrow Makeup, Sweat Resistant Transfer Proof Fills and Thickens Brows Gels, Black/Brown Color",All Beauty,13.19,0.03,0,control,0,1
O000586,C_6164941,2022-02-20,B00H78IR6W,"Betty Dain Lustre Shampoo Cape, Waterproof, Stain Resistant Vinyl, Touch-and-close Fastener, Soft Nylon Neckband, Safe For All Salon Processes, 36 inches wide x 54 inches long, Black",All Beauty,5.49,0.06,0,treatment,0,1
O000587,C_0523222,2020-06-22,B00E2S00ME,Josie Maran Argan Creamy Concealer Crayon (Fair 1),All Beauty,35.5,0.01,0,control,1,0
O000588,C_7669949,2021-03-06,B01LW6VB7M,"Mia Wraplet, Wired Faux Leather Ponytail Wrap, Braid Decoration, Hair Accessory, Black, for Women, Girls, Fashion, Biker Chicks 1pc",All Beauty,9.48,0.22,0,treatment,0,0
O000589,C_3393713,2020-02-15,B076BTRBTN,"Bella Beauty, 1-Inch Curling Iron Set, Ceramic-Coated Barrel, Includes Heat Resistant Glove, Hair Styling Tool, Easy to Use, Women’s Personal Groomer",All Beauty,18.4,0.18,0,control,0,0
O000590,C_4877028,2019-10-22,B07VWYNBHJ,"China Glaze Nail Polish, Cowboy, Bye 1682",All Beauty,30.25,0.01,0,control,1,1
O000591,C_4877028,2019-04-21,B073TBC4TS,INM Northern Lights Hologram Silver Top Coat 2x,All Beauty,12.3,0.07,0,control,1,0
O000592,C_0650259,2018-10-10,B07CSL21J8,"Lash Growth Serum - Best Eyelash Growth Serum For Fuller & Thicker Lashes & Brows - Supports Eyelash Growth, Eyebrow Growth, Thinning Lashes, Supports Lash Boost - Perfectly Formulated For Results",All Beauty,36.78,0.26,0,treatment,1,1
O000593,C_0650259,2018-03-11,B0758X2CLZ,Top Blade Men’s Bulk Disposable Razors – Two Blades With Soothing Aloe Strip – 30 Razor Pack,All Beauty,24.43,0.09,0,treatment,0,1
O000594,C_4492852,2017-06-15,B01N2VTZCC,Vovotrade,All Beauty,26.26,0.06,0,treatment,0,0
O000595,C_4451468,2017-02-19,B008TGSAFE,Professional Barber/Salon Razor Edge Hair Cutting Scissors / Shears (6.5-Inch) - Ice Tempered Stainless Steel Reinforced with Chromium To Resist Tarnish - By Utopia Care,All Beauty,55.29,0.01,0,treatment,1,0
O000596,C_7856291,2017-05-13,B01GS7QKQQ,"Argan Oil Shampoo and Conditioner Set - Sulfate Free All Natural Hair Repair Treatment, Clarifying Volumizing & Moisturizing, Color Safe, Gentle for Curly & Color Treated Hair Gift Set (2x 8oz)",All Beauty,42.41,0.07,0,control,0,0
O000597,C_5588794,2022-10-29,B07TK15BQQ,"R-NEU 200 Cotton Rounds, 100% Natural Turkish Cotton Makeup Remover and Facial Cleansing Cotton Round Pads, Waffle Textured Hypoallergenic Cotton Wipes, 2.25 Inch Diameter (200 Pack)",All Beauty,7.23,0.04,0,control,1,0
O000598,C_5588794,2015-08-09,B002HEUODA,"Clinique SuperPowder Double Face Makeup Powder Compact .35 oz, Matte Bisque 05",All Beauty,21.0,0.01,0,treatment,0,0
O000599,C_5006096,2018-06-15,B086H4C8QB,Hydrating Therapy Conditioner by Biosilk for Unisex - 12 oz Conditioner - (Pack of 2),All Beauty,23.89,0.14,0,control,0,0
O000600,C_0498230,2020-09-20,B0885Y3DNQ,6 Pcs Button Headbands For Women Men Holder Head Band in 6 Colors Hair Accessories for Everyone Wearing a Mask - Protect Your Ears for Moisture Wicking Sweatband Yoga Sports and Outdoor Activities,All Beauty,17.63,0.05,0,control,0,1
O000601,C_9658123,2018-03-14,B06VWPZN56,"DMSO Cream With Aloe Vera - Lavender Scented, Made With 99.9% Pure Pharmaceutical grade DMSO - 70% DMSO/30% Aloe Vera, Made in USA for Live Better Naturals 4 oz",All Beauty,26.82,0.02,0,control,1,0
O000602,C_9437339,2019-11-14,B075WF94X4,"Heladerm Arnica Oil Bruise Cream Extra Strength (Fast Healing) - Targeted Care to Help Restore Skin’s Vitality, Arnica Cream for Bruising and Swelling - More Nourishing Formula than Arnica Gel, 50mL",All Beauty,25.17,0.06,0,control,0,0
O000603,C_7627889,2017-01-13,B01BX7BY76,"Pack of 2100 Colorful Dog Paw Print Stickers, 3/4 inch, 8 Bright Neon Colors, Great for Teachers, Classrooms & Veterinarians!",All Beauty,49.41,0.15,0,treatment,0,0
O000604,C_7627889,2016-06-21,B0107QYW14,Harlorki Women's Bohemian Jewelry Statement Necklaces Women Rhinestone Gem Pendant Collar,All Beauty,25.11,0.08,0,control,1,0
O000605,C_1419169,2022-01-05,B001V9V71U,MURO 128 5 Percent SOLUTION 15MED L,All Beauty,14.83,0.1,0,control,1,1
O000606,C_9336952,2021-08-03,B0BDHS9H7J,"The Mane Choice Heavenly Halo Herbal Hair Tonic & Soy Milk Deep Hydration Softening Milk, 8 Ounce",All Beauty,14.73,0.16,0,control,1,0
O000607,C_8960141,2018-01-11,B0881Y9BLS,byAlegory Acrylic Medium Eyeshadow Palette Makeup Organizer W/ Removable Dividers Designed To Stand & Lay Flat | 8 Space Organization Container Storage - Fits Standard Size Palettes - Clear,All Beauty,22.2,0.09,0,control,0,0
O000608,C_6385398,2016-04-04,B014JOL9MA,Sally Hansen MIRACLE GEL Polish 220 Teal Twin & Gel Top Coat,All Beauty,17.76,0.06,0,control,1,0
O000609,C_6699105,2016-08-01,B008TGMJQA,"Beard Straightener Brush For Men,BEENLE Electric Heat Beard Straightener and Hair Straightener, Multifunctional Beard and Hair Straightening Brush Comb (beard straightener)",All Beauty,12.89,0.14,0,control,0,1
O000610,C_0000330,2016-11-19,B00XQOR3JS,"Dalin 4 Sheets Temporary Tattoos, Skull, Bull",All Beauty,17.67,0.22,0,control,1,0
O000611,C_6687115,2015-02-22,B00G9XOZRG,"Pantene Pro-V Heat Shield 2in1 Shampoo + Conditioner, 21.1 Fl Oz, 21.100-Fluid Ounce",All Beauty,12.71,0.12,0,treatment,1,1
O000612,C_7907086,2015-11-28,B017XD9GP6,"Vitamin C Serum For Face, Topical Facial Serum With Hyaluronic Acid, Vitamin E, Best Organic Anti Aging Anti Wrinkle Moisturizer Serum For Face, Neck Decollete, 1 fl oz",All Beauty,25.76,0.11,0,treatment,0,0
O000613,C_4328434,2016-11-26,B01DUYNJL4,Listerine Pump for 1.5 or 1 Liter Bottles (1 Pump),All Beauty,5.95,0.16,1,control,0,0
O000614,C_3552114,2017-01-23,B004FJZEVM,"Beyond The Zone Frozen Stiff Ultimate Hold Hair Spray, 10oz",All Beauty,18.39,0.13,0,treatment,1,1
O000615,C_2584831,2017-01-27,B01C714B5E,4 New Kleancolor METALLICS Nail Polish Lacquer Full Sz 15ml,All Beauty,8.62,0.07,0,treatment,0,0
O000616,C_2584831,2016-08-21,B00XP86KXU,Color Shooting Star Effect Glitter Nail Polish Lacquer,All Beauty,36.87,0.07,0,control,1,0
O000617,C_9719844,2019-11-30,B01DUC1PW6,20 Sets Mini Micro Jst 2.0 Ph 3 Pin Connector Plug Male With 150mm Cable & Female by daier,All Beauty,6.9,0.14,0,treatment,0,0
O000618,C_4169169,2016-10-25,B00YVCWUCE,Crave Naturals Glide Thru Detangling Brush for Adults and Kids - use as comb or hair brush - (GREEN),All Beauty,19.05,0.1,0,control,0,0
O000619,C_9050681,2019-11-17,B07RVN4X51,"Ferbon Electric Beard/Hair Straightener Brush Comb, Hot Tools Hair Flat Curling Iron, Fast Shaping for Beard Grooming And Hair Styling for Men, White",All Beauty,34.47,0.05,0,treatment,1,1
O000620,C_7306796,2021-03-14,B018681Q64,LED & UV Intense Seal Top Coat,All Beauty,8.84,0.06,0,treatment,1,1
O000621,C_2296916,2017-07-14,B013TOAY5O,The Caribbean Breeze Mullet Headband,All Beauty,34.93,0.01,0,treatment,0,1
O000622,C_7939576,2018-01-26,B09FFQT1KK,Sun Labs Self Tanning Mitt Applicator - 1 Sunless Tanning Mitt for Sun Tanning Lotion,All Beauty,6.04,0.04,0,control,1,0
O000623,C_7939576,2018-01-03,B06XHXGSKX,100% Handmade 3D Mink False Eyelashes Natural Long Siberian Mink Fur Fake Eyelashes,All Beauty,21.96,0.21,0,treatment,0,1
O000624,C_6733351,2020-10-27,B082Q58ZTV,Spa Life Snow Globe Holiday Facial Masks 10 pack,All Beauty,15.98,0.08,0,treatment,0,0
O000625,C_6390962,2018-08-15,B01N1WM96U,QTICA QTICA 1/2 time Polish Drying Accelerator -1 oz,All Beauty,34.98,0.0,0,control,0,0
O000626,C_2077827,2015-09-22,B00EWUFETQ,"2pairs Gel Bunion Big Toe Separator Spreader Eases Foot Pain Foot Hallux Valgus Guard Cushion,big toe spreader",All Beauty,10.39,0.15,0,control,0,0
O000627,C_8553366,2022-04-06,B09NFQ69KT,"ZUK Black Matte Lipstick 2Pcs Suede Cream Liquid Lipstick Set for Women, Vegan and Cruelty Free, 0.34 Fl Oz",All Beauty,19.37,0.07,0,treatment,1,1
O000628,C_8553366,2020-08-03,B07KG1TWP5,"Organic Bamboo Cotton Ear Swabs by Bali Boo - 200 - Natural Wooden Qtips Cotton Swabs for Cleaning Ears, Baby or Makeup and Nails - Sustainable & Vegan Buds Sticks - Eco Friendly & Biodegradable",All Beauty,46.96,0.02,0,control,0,0
O000629,C_8553366,2019-03-23,B07GDQPG12,Spa Grade Jade Roller for Face with Gua Sha | Jade Face Roller Massager | Jade Facial Roller | Face Roller Massager | Jade Rollers | Wrinkle Roller,All Beauty,37.24,0.12,0,control,0,0
O000630,C_8553366,2018-11-09,B08FYBSFPR,"Beurer Luxury Pedicure Foot Spa | Foot Bath Spa with Heat and Massage | Variable Water Temperature | Portable Foot Soaking Tub for Relaxing Foot Reflex Zone Massage, FB13, White",All Beauty,10.81,0.15,0,control,1,0
O000631,C_5631939,2022-04-24,B09W66MSPX,Mehron Makeup Skin Prep Pro Mattifying Skin Toner | Long Lasting Pre-Makeup Skin Primer 4 fl oz (120 ml),All Beauty,13.33,0.13,0,control,1,0
O000632,C_2555601,2023-02-13,B07FKVTYJX,"Remington Virtually Indestructible All-in-One Grooming Kit, Yellow, PG6855",All Beauty,6.43,0.12,0,treatment,1,1
O000633,C_7698388,2017-07-29,B01MTQ5C17,Honest For Men Black Forest Beard Wash - 100% All Natural Ingredients - Best Beard Shampoo and Conditioner for a Healthy Beard - Hand Crafted in U.S.A.,All Beauty,11.79,0.07,0,control,1,0
O000634,C_7698388,2017-07-29,B01MYPDMEU,Honest For Men Mint Tea Tree Oil Beard Wash - 100% All Natural Ingredients - Best Beard Shampoo and Conditioner for a Healthy Beard - Hand Crafted in U.S.A.,All Beauty,10.48,0.19,0,control,0,0
O000635,C_7698388,2017-01-04,B01CVQALFE,Beard Oil - Tea Tree Scent - Huge Man-Sized 4 oz Bottle - 100% Natural - Softens Your Beard and Stops Itching - Scent Women Love - Best Beard Oil And Conditioner For Men,All Beauty,56.33,0.13,0,treatment,0,1
O000636,C_7698388,2017-01-04,B01CDEJ1H8,"Beard Shampoo & Beard Wash - Man-Sized 8.45 OZ Bottle - Nourishing All Natural Oils - Cleans, Softens & Conditions - Premium Beard Soap",All Beauty,7.0,0.06,0,control,0,1
O000637,C_9309042,2018-10-14,B00J7QCNDU,"DMSO Cream with Aloe Vera, 4 oz - Rose Scented Skin Moisturizer for Adults, Whole Body Pain Relief",All Beauty,18.28,0.23,0,control,0,0
O000638,C_0416593,2021-07-29,B08R5L76V2,"Semi-permanent Eyebrow Gel for Waterproof, Long Lasting, Smudge-Proof, Sweat Resistant, Full Natural, Brow Pen Tinted Makeup (BLACKBROWN- 2 pcs)",All Beauty,21.22,0.12,0,treatment,0,0
O000639,C_5790233,2020-01-09,B0721R3XCQ,"BFWood Beard Brush - Ergonomic Design with Unique Taper Bristle and Large Handle, for All Beards",All Beauty,64.89,0.04,0,treatment,0,0
